"id","city","code","country_id/id","state_id/id","name"
"l10n_tw.zip_952","蘭嶼鄉","952","臺灣","l10n_tw.state_TDS","952"
"l10n_tw.zip_953","延平鄉","953","臺灣","l10n_tw.state_TDS","953"
"l10n_tw.zip_954","卑南鄉","954","臺灣","l10n_tw.state_TDS","954"
"l10n_tw.zip_955","鹿野鄉","955","臺灣","l10n_tw.state_TDS","955"
"l10n_tw.zip_956","關山鎮","956","臺灣","l10n_tw.state_TDS","956"
"l10n_tw.zip_957","海端鄉","957","臺灣","l10n_tw.state_TDS","957"
"l10n_tw.zip_958","池上鄉","958","臺灣","l10n_tw.state_TDS","958"
"l10n_tw.zip_959","東河鄉","959","臺灣","l10n_tw.state_TDS","959"
"l10n_tw.zip_961","成功鎮","961","臺灣","l10n_tw.state_TDS","961"
"l10n_tw.zip_962","長濱鄉","962","臺灣","l10n_tw.state_TDS","962"
"l10n_tw.zip_963","太麻里鄉","963","臺灣","l10n_tw.state_TDS","963"
"l10n_tw.zip_964","金峰鄉","964","臺灣","l10n_tw.state_TDS","964"
"l10n_tw.zip_965","大武鄉","965","臺灣","l10n_tw.state_TDS","965"
"l10n_tw.zip_966","達仁鄉","966","臺灣","l10n_tw.state_TDS","966"
"l10n_tw.zip_970","花蓮市","970","臺灣","l10n_tw.state_HLS","970"
"l10n_tw.zip_971","新城鄉","971","臺灣","l10n_tw.state_HLS","971"
"l10n_tw.zip_972","秀林鄉","972","臺灣","l10n_tw.state_HLS","972"
"l10n_tw.zip_973","吉安鄉","973","臺灣","l10n_tw.state_HLS","973"
"l10n_tw.zip_974","壽豐鄉","974","臺灣","l10n_tw.state_HLS","974"
"l10n_tw.zip_975","鳳林鎮","975","臺灣","l10n_tw.state_HLS","975"
"l10n_tw.zip_976","光復鄉","976","臺灣","l10n_tw.state_HLS","976"
"l10n_tw.zip_977","豐濱鄉","977","臺灣","l10n_tw.state_HLS","977"
"l10n_tw.zip_978","瑞穗鄉","978","臺灣","l10n_tw.state_HLS","978"
"l10n_tw.zip_979","萬榮鄉","979","臺灣","l10n_tw.state_HLS","979"
"l10n_tw.zip_981","玉里鎮","981","臺灣","l10n_tw.state_HLS","981"
"l10n_tw.zip_982","卓溪鄉","982","臺灣","l10n_tw.state_HLS","982"
"l10n_tw.zip_983","富里鄉","983","臺灣","l10n_tw.state_HLS","983"
